distance, matches, mismatches
0.155, 0.005357142857142857, 0.0
0.156, 0.005133928571428571, 0.0
0.157, 0.004910714285714286, 0.0
0.158, 0.005133928571428571, 0.0
0.159, 0.004241071428571428, 0.0
0.16, 0.007142857142857143, 0.0
0.161, 0.004464285714285714, 0.0
0.162, 0.008035714285714285, 0.0
0.163, 0.005580357142857143, 0.0
0.164, 0.005133928571428571, 0.0
0.165, 0.005357142857142857, 0.0
0.166, 0.006473214285714285, 0.0
0.167, 0.0046875, 0.0
0.168, 0.004910714285714286, 0.0
0.169, 0.005803571428571429, 0.0
0.17, 0.007366071428571428, 0.0
0.171, 0.005580357142857143, 0.0
0.17200000000000001, 0.004910714285714286, 0.0
0.17300000000000001, 0.0040178571428571425, 0.0
0.17400000000000002, 0.004910714285714286, 0.0
0.17500000000000002, 0.006696428571428571, 0.0
0.176, 0.006026785714285714, 0.0
0.177, 0.0062499999999999995, 0.0
0.178, 0.0046875, 0.0
0.179, 0.004464285714285714, 0.0
0.18, 0.004910714285714286, 0.0
0.181, 0.005803571428571429, 0.0
0.182, 0.004464285714285714, 0.0
0.183, 0.005580357142857143, 0.0
0.184, 0.004241071428571428, 0.0
0.185, 0.0046875, 0.0
0.186, 0.006919642857142857, 0.0
0.187, 0.0040178571428571425, 0.0
0.188, 0.004241071428571428, 0.0
0.189, 0.004910714285714286, 0.0
0.19, 0.005357142857142857, 0.0
0.191, 0.0033482142857142855, 0.0
0.192, 0.005580357142857143, 0.0
0.193, 0.006026785714285714, 0.0
0.194, 0.0029017857142857144, 0.0
0.195, 0.0029017857142857144, 0.0
0.196, 0.002232142857142857, 0.0
0.197, 0.0026785714285714286, 0.0
0.198, 0.0033482142857142855, 0.0
0.199, 0.0029017857142857144, 0.0
0.2, 0.0029017857142857144, 0.0
0.201, 0.002455357142857143, 0.0
0.202, 0.0035714285714285713, 0.0
0.203, 0.0031249999999999997, 0.0
0.20400000000000001, 0.0020089285714285712, 0.0
0.20500000000000002, 0.0020089285714285712, 0.0
0.20600000000000002, 0.0031249999999999997, 0.0
0.20700000000000002, 0.0029017857142857144, 0.0
0.20800000000000002, 0.0026785714285714286, 0.0
0.209, 0.0033482142857142855, 0.0
0.21, 0.0017857142857142857, 0.0
0.211, 0.002455357142857143, 0.0
0.212, 0.0035714285714285713, 0.0
0.213, 0.002232142857142857, 0.0
0.214, 0.0017857142857142857, 0.0
0.215, 0.0029017857142857144, 0.0
0.216, 0.0029017857142857144, 0.0
0.217, 0.0017857142857142857, 0.0
0.218, 0.002232142857142857, 0.0
0.219, 0.0031249999999999997, 0.0
0.22, 0.0046875, 0.0
0.221, 0.003794642857142857, 0.0
0.222, 0.0033482142857142855, 0.0
0.223, 0.0026785714285714286, 0.0
0.224, 0.002455357142857143, 0.0
0.225, 0.0011160714285714285, 0.0
0.226, 0.0031249999999999997, 0.0
0.227, 0.002232142857142857, 0.0
0.228, 0.002232142857142857, 0.0
0.229, 0.002232142857142857, 0.0
0.23, 0.0015624999999999999, 0.0
0.231, 0.0026785714285714286, 0.0
0.232, 0.0033482142857142855, 0.0
0.233, 0.002232142857142857, 0.0
0.234, 0.0015624999999999999, 0.0
0.23500000000000001, 0.002455357142857143, 0.0
0.23600000000000002, 0.0015624999999999999, 0.0
0.23700000000000002, 0.0020089285714285712, 0.0
0.23800000000000002, 0.0029017857142857144, 0.0
0.23900000000000002, 0.002232142857142857, 0.0
0.24, 0.0020089285714285712, 0.0
0.241, 0.002232142857142857, 0.0
0.242, 0.0029017857142857144, 0.0
0.243, 0.0026785714285714286, 0.0
0.244, 0.0026785714285714286, 0.0
0.245, 0.0020089285714285712, 0.0
0.246, 8.928571428571428E-4, 0.0
0.247, 0.0020089285714285712, 0.0
0.248, 8.928571428571428E-4, 0.0
0.249, 8.928571428571428E-4, 0.0
0.25, 0.0031249999999999997, 0.0
0.251, 8.928571428571428E-4, 0.0
0.252, 0.0015624999999999999, 0.0
0.253, 0.0015624999999999999, 4.44871521104705E-6
0.254, 0.0017857142857142857, 0.0
0.255, 0.002232142857142857, 0.0
0.256, 0.002232142857142857, 0.0
0.257, 0.0015624999999999999, 0.0
0.258, 0.0029017857142857144, 0.0
0.259, 0.0015624999999999999, 0.0
0.26, 0.0020089285714285712, 0.0
0.261, 0.0013392857142857143, 0.0
0.262, 0.0017857142857142857, 4.44871521104705E-6
0.263, 0.0029017857142857144, 0.0
0.264, 0.0017857142857142857, 0.0
0.265, 0.0017857142857142857, 0.0
0.266, 0.002455357142857143, 0.0
0.267, 0.0020089285714285712, 0.0
0.268, 0.0013392857142857143, 0.0
0.269, 0.0015624999999999999, 0.0
0.27, 8.928571428571428E-4, 0.0
0.271, 8.928571428571428E-4, 0.0
0.272, 0.002232142857142857, 0.0
0.273, 0.0026785714285714286, 0.0
0.274, 4.464285714285714E-4, 0.0
0.275, 0.0020089285714285712, 0.0
0.276, 0.0017857142857142857, 0.0
0.277, 0.002455357142857143, 0.0
0.278, 0.0017857142857142857, 4.44871521104705E-6
0.279, 0.0020089285714285712, 0.0
0.28, 0.002455357142857143, 0.0
0.281, 0.0017857142857142857, 0.0
0.28200000000000003, 0.0011160714285714285, 0.0
0.28300000000000003, 0.002232142857142857, 0.0
0.28400000000000003, 0.0026785714285714286, 0.0
0.28500000000000003, 8.928571428571428E-4, 0.0
0.28600000000000003, 8.928571428571428E-4, 0.0
0.28700000000000003, 0.0017857142857142857, 0.0
0.28800000000000003, 0.0013392857142857143, 4.44871521104705E-6
0.289, 0.0015624999999999999, 0.0
0.29, 0.002232142857142857, 0.0
0.291, 0.0020089285714285712, 4.44871521104705E-6
0.292, 0.002455357142857143, 0.0
0.293, 0.0015624999999999999, 0.0
0.294, 0.002232142857142857, 4.44871521104705E-6
0.295, 0.002232142857142857, 0.0
0.296, 0.0011160714285714285, 0.0
0.297, 0.0017857142857142857, 0.0
0.298, 8.928571428571428E-4, 0.0
0.299, 8.928571428571428E-4, 4.44871521104705E-6
0.3, 0.0020089285714285712, 0.0
0.301, 0.0011160714285714285, 4.44871521104705E-6
0.302, 0.0017857142857142857, 0.0
0.303, 4.464285714285714E-4, 0.0
0.304, 0.0011160714285714285, 0.0
0.305, 0.0015624999999999999, 0.0
0.306, 0.0013392857142857143, 0.0
0.307, 0.0015624999999999999, 0.0
0.308, 6.696428571428571E-4, 0.0
0.309, 6.696428571428571E-4, 0.0
0.31, 8.928571428571428E-4, 4.44871521104705E-6
0.311, 0.0015624999999999999, 0.0
0.312, 0.0017857142857142857, 0.0
0.313, 6.696428571428571E-4, 0.0
0.314, 8.928571428571428E-4, 0.0
0.315, 2.232142857142857E-4, 0.0
0.316, 8.928571428571428E-4, 0.0
0.317, 4.464285714285714E-4, 0.0
0.318, 0.0015624999999999999, 0.0
0.319, 0.0017857142857142857, 0.0
0.32, 8.928571428571428E-4, 0.0
0.321, 4.464285714285714E-4, 0.0
0.322, 0.0017857142857142857, 0.0
0.323, 0.0011160714285714285, 0.0
0.324, 0.0013392857142857143, 0.0
0.325, 4.464285714285714E-4, 0.0
0.326, 0.0011160714285714285, 0.0
0.327, 6.696428571428571E-4, 0.0
0.328, 0.0013392857142857143, 0.0
0.329, 0.0017857142857142857, 0.0
0.33, 6.696428571428571E-4, 0.0
0.331, 0.0015624999999999999, 4.44871521104705E-6
0.332, 0.0013392857142857143, 0.0
0.333, 6.696428571428571E-4, 0.0
0.334, 0.0011160714285714285, 0.0
0.335, 2.232142857142857E-4, 0.0
0.336, 8.928571428571428E-4, 0.0
0.337, 0.0013392857142857143, 0.0
0.338, 0.0011160714285714285, 0.0
0.339, 4.464285714285714E-4, 0.0
0.34, 0.0020089285714285712, 0.0
0.341, 4.464285714285714E-4, 0.0
0.342, 0.0013392857142857143, 0.0
0.343, 0.0, 0.0
0.34400000000000003, 0.0017857142857142857, 0.0
0.34500000000000003, 6.696428571428571E-4, 0.0
0.34600000000000003, 0.0011160714285714285, 0.0
0.34700000000000003, 0.0013392857142857143, 0.0
0.34800000000000003, 4.464285714285714E-4, 0.0
0.34900000000000003, 8.928571428571428E-4, 0.0
0.35000000000000003, 2.232142857142857E-4, 0.0
0.35100000000000003, 6.696428571428571E-4, 0.0
0.352, 4.464285714285714E-4, 0.0
0.353, 8.928571428571428E-4, 0.0
0.354, 0.0017857142857142857, 0.0
0.355, 6.696428571428571E-4, 0.0
0.356, 4.464285714285714E-4, 0.0
0.357, 6.696428571428571E-4, 0.0
0.358, 2.232142857142857E-4, 4.44871521104705E-6
0.359, 0.0, 0.0
0.36, 6.696428571428571E-4, 0.0
0.361, 8.928571428571428E-4, 0.0
0.362, 6.696428571428571E-4, 0.0
0.363, 8.928571428571428E-4, 0.0
0.364, 6.696428571428571E-4, 0.0
0.365, 2.232142857142857E-4, 4.44871521104705E-6
0.366, 6.696428571428571E-4, 0.0
0.367, 4.464285714285714E-4, 0.0
0.368, 6.696428571428571E-4, 4.44871521104705E-6
0.369, 8.928571428571428E-4, 4.44871521104705E-6
0.37, 2.232142857142857E-4, 0.0
0.371, 2.232142857142857E-4, 0.0
0.372, 4.464285714285714E-4, 0.0
0.373, 4.464285714285714E-4, 0.0
0.374, 6.696428571428571E-4, 0.0
0.375, 0.0011160714285714285, 0.0
0.376, 0.0020089285714285712, 0.0
0.377, 0.0011160714285714285, 0.0
0.378, 4.464285714285714E-4, 4.44871521104705E-6
0.379, 0.0011160714285714285, 0.0
0.38, 0.0013392857142857143, 4.44871521104705E-6
0.381, 8.928571428571428E-4, 4.44871521104705E-6
0.382, 4.464285714285714E-4, 0.0
0.383, 0.0015624999999999999, 0.0
0.384, 4.464285714285714E-4, 0.0
0.385, 0.0013392857142857143, 0.0
0.386, 8.928571428571428E-4, 0.0
0.387, 6.696428571428571E-4, 0.0
0.388, 6.696428571428571E-4, 0.0
0.389, 0.0, 4.44871521104705E-6
0.39, 4.464285714285714E-4, 0.0
0.391, 2.232142857142857E-4, 0.0
0.392, 8.928571428571428E-4, 4.44871521104705E-6
0.393, 4.464285714285714E-4, 4.44871521104705E-6
0.394, 8.928571428571428E-4, 4.44871521104705E-6
0.395, 6.696428571428571E-4, 0.0
0.396, 6.696428571428571E-4, 0.0
0.397, 6.696428571428571E-4, 0.0
0.398, 2.232142857142857E-4, 0.0
0.399, 6.696428571428571E-4, 0.0
0.4, 8.928571428571428E-4, 0.0
0.401, 6.696428571428571E-4, 0.0
0.402, 2.232142857142857E-4, 4.44871521104705E-6
0.403, 8.928571428571428E-4, 0.0
0.404, 2.232142857142857E-4, 4.44871521104705E-6
0.405, 0.0011160714285714285, 4.44871521104705E-6
0.406, 4.464285714285714E-4, 0.0
0.40700000000000003, 4.464285714285714E-4, 4.44871521104705E-6
0.40800000000000003, 6.696428571428571E-4, 0.0
0.40900000000000003, 2.232142857142857E-4, 4.44871521104705E-6
0.41000000000000003, 4.464285714285714E-4, 0.0
0.41100000000000003, 4.464285714285714E-4, 8.8974304220941E-6
0.41200000000000003, 6.696428571428571E-4, 0.0
0.41300000000000003, 2.232142857142857E-4, 1.334614563314115E-5
0.41400000000000003, 8.928571428571428E-4, 4.44871521104705E-6
0.41500000000000004, 6.696428571428571E-4, 4.44871521104705E-6
0.41600000000000004, 2.232142857142857E-4, 1.77948608441882E-5
0.417, 2.232142857142857E-4, 4.44871521104705E-6
0.418, 8.928571428571428E-4, 1.77948608441882E-5
0.419, 4.464285714285714E-4, 1.334614563314115E-5
0.42, 0.0011160714285714285, 1.77948608441882E-5
0.421, 4.464285714285714E-4, 3.55897216883764E-5
0.422, 4.464285714285714E-4, 2.2243576055235248E-5
0.423, 8.928571428571428E-4, 1.77948608441882E-5
0.424, 4.464285714285714E-4, 4.893586732151755E-5
0.425, 2.232142857142857E-4, 4.893586732151755E-5
0.426, 2.232142857142857E-4, 2.66922912662823E-5
0.427, 6.696428571428571E-4, 5.33845825325646E-5
0.428, 6.696428571428571E-4, 7.11794433767528E-5
0.429, 4.464285714285714E-4, 4.4487152110470496E-5
0.43, 6.696428571428571E-4, 7.11794433767528E-5
0.431, 2.232142857142857E-4, 8.897430422094099E-5
0.432, 2.232142857142857E-4, 7.11794433767528E-5
0.433, 8.928571428571428E-4, 1.6905117801978788E-4
0.434, 4.464285714285714E-4, 1.1566659548722329E-4
0.435, 8.928571428571428E-4, 1.334614563314115E-4
0.436, 4.464285714285714E-4, 1.6905117801978788E-4
0.437, 2.232142857142857E-4, 3.025126343511994E-4
0.438, 2.232142857142857E-4, 1.957434692860702E-4
0.439, 6.696428571428571E-4, 2.802690582959641E-4
0.44, 4.464285714285714E-4, 3.0696134956224646E-4
0.441, 4.464285714285714E-4, 4.359740906826109E-4
0.442, 8.928571428571428E-4, 4.6711509715994024E-4
0.443, 0.0013392857142857143, 4.760125275820343E-4
0.444, 8.928571428571428E-4, 6.050252687023988E-4
0.445, 4.464285714285714E-4, 7.206918641896221E-4
0.446, 0.0011160714285714285, 7.16243148978575E-4
0.447, 4.464285714285714E-4, 8.719481813652218E-4
0.448, 2.232142857142857E-4, 8.852943269983629E-4
0.449, 8.928571428571428E-4, 9.119866182646453E-4
0.45, 0.0011160714285714285, 0.001245640259093174
0.451, 8.928571428571428E-4, 0.0011833582461385152
0.452, 8.928571428571428E-4, 0.001517011886967044
0.453, 4.464285714285714E-4, 0.001512563171755997
0.454, 8.928571428571428E-4, 0.0019752295537048903
0.455, 2.232142857142857E-4, 0.0019440885472275609
0.456, 6.696428571428571E-4, 0.0022554986120008544
0.457, 0.0011160714285714285, 0.002491280518186348
0.458, 2.232142857142857E-4, 0.0027226137091607944
0.459, 0.0015624999999999999, 0.0030073314826678057
0.46, 6.696428571428571E-4, 0.003145241654210264
0.461, 4.464285714285714E-4, 0.0036257028970033455
0.462, 2.232142857142857E-4, 0.004355292191615062
0.463, 0.0011160714285714285, 0.004172894867962133
0.464, 6.696428571428571E-4, 0.004275215317816215
0.465, 4.464285714285714E-4, 0.00503594561890526
0.466, 0.0011160714285714285, 0.005578688874653
0.467, 4.464285714285714E-4, 0.005885650224215247
0.468, 4.464285714285714E-4, 0.006263791017154246
0.46900000000000003, 8.928571428571428E-4, 0.006757598405580469
0.47000000000000003, 6.696428571428571E-4, 0.008274610292547512
0.47100000000000003, 0.0015624999999999999, 0.007807495195387573
0.47200000000000003, 6.696428571428571E-4, 0.008239020570859136
0.47300000000000003, 0.0015624999999999999, 0.008697238237596982
0.47400000000000003, 6.696428571428571E-4, 0.01084151896932166
0.47500000000000003, 8.928571428571428E-4, 0.010143070681187274
0.47600000000000003, 2.232142857142857E-4, 0.01087265997579899
0.47700000000000004, 8.928571428571428E-4, 0.011032813723396684
0.47800000000000004, 0.0020089285714285712, 0.012104954089259023
0.47900000000000004, 0.0020089285714285712, 0.013937824756210406
0.48, 0.002232142857142857, 0.012879030535981209
0.481, 0.0013392857142857143, 0.013702042850024913
0.482, 6.696428571428571E-4, 0.014209196384084277
0.483, 0.0013392857142857143, 0.01636237454623105
0.484, 0.0029017857142857144, 0.01583297743611645
0.485, 6.696428571428571E-4, 0.016015374759769378
0.486, 0.0013392857142857143, 0.01660260516762759
0.487, 0.0011160714285714285, 0.019147270268346502
0.488, 8.928571428571428E-4, 0.017759271122499823
0.489, 6.696428571428571E-4, 0.01790163000925333
0.49, 0.0020089285714285712, 0.018515552708377823
0.491, 0.0013392857142857143, 0.020526371983771087
0.492, 0.0017857142857142857, 0.018831411488362162
0.493, 0.0011160714285714285, 0.01904494981849242
0.494, 0.0015624999999999999, 0.01895597551427148
0.495, 0.0011160714285714285, 0.021344935582603745
0.496, 4.464285714285714E-4, 0.01983237241084775
0.497, 0.0011160714285714285, 0.020023667164922772
0.498, 0.0013392857142857143, 0.019632180226350632
0.499, 8.928571428571428E-4, 0.019894654423802408
0.5, 0.0013392857142857143, 0.02211901202932593
0.501, 8.928571428571428E-4, 0.019356359883265714
0.502, 0.0013392857142857143, 0.019565449498184926
0.503, 4.464285714285714E-4, 0.019609936650295395
0.504, 4.464285714285714E-4, 0.021086910100363017
0.505, 0.0013392857142857143, 0.018146309345860916
0.506, 0.002232142857142857, 0.0181730016371272
0.507, 0.0013392857142857143, 0.017723681400811448
0.508, 4.464285714285714E-4, 0.01931632144636629
0.509, 0.0011160714285714285, 0.01691846394761193
0.51, 0.0020089285714285712, 0.015726208271051322
0.511, 2.232142857142857E-4, 0.015735105701473417
0.512, 0.0011160714285714285, 0.016575912876361308
0.513, 0.0011160714285714285, 0.01456509360096804
0.514, 6.696428571428571E-4, 0.014062388782119725
0.515, 4.464285714285714E-4, 0.013190440600754503
0.516, 0.0015624999999999999, 0.013986760623531925
0.517, 8.928571428571428E-4, 0.012056018221937505
0.518, 0.0011160714285714285, 0.011967043917716564
0.519, 0.0, 0.011015018862552496
0.52, 0.0017857142857142857, 0.011095095736351342
0.521, 6.696428571428571E-4, 0.010129724535554132
0.522, 6.696428571428571E-4, 0.008812904833084206
0.523, 4.464285714285714E-4, 0.00853263577478824
0.524, 8.928571428571428E-4, 0.007936507936507936
0.525, 0.0011160714285714285, 0.008145597551427148
0.526, 6.696428571428571E-4, 0.006939995729233398
0.527, 6.696428571428571E-4, 0.006455085771229269
0.528, 4.464285714285714E-4, 0.005983521958858282
0.529, 2.232142857142857E-4, 0.006299380738842623
0.53, 6.696428571428571E-4, 0.004964766175528507
0.531, 2.232142857142857E-4, 0.004657804825966261
0.532, 6.696428571428571E-4, 0.00437308705245925
0.533, 4.464285714285714E-4, 0.004066125702897004
0.534, 6.696428571428571E-4, 0.003599010605737063
0.535, 4.464285714285714E-4, 0.0031719339454765465
0.536, 2.232142857142857E-4, 0.0030651647804114173
0.537, 2.232142857142857E-4, 0.002851626450281159
0.538, 2.232142857142857E-4, 0.0024556907964979717
0.539, 0.0, 0.002242152466367713
0.54, 0.0, 0.0018061783756851022
0.541, 0.0, 0.0019351911168054667
0.542, 2.232142857142857E-4, 0.0014992170261228558
0.543, 2.232142857142857E-4, 0.0013168197024699267
0.544, 2.232142857142857E-4, 0.0012990248416257385
0.545, 0.0, 0.0012056018221937505
0.546, 0.0, 9.653712007972098E-4
0.547, 2.232142857142857E-4, 9.030891878425511E-4
0.548, 2.232142857142857E-4, 6.317175599686811E-4
0.549, 0.0, 6.628585664460104E-4
0.55, 0.0, 5.783329774361165E-4
0.551, 2.232142857142857E-4, 5.071535340593637E-4
0.552, 0.0, 4.537689515267991E-4
0.553, 0.0, 4.2262794504946974E-4
0.554, 0.0, 4.137305146273756E-4
0.555, 0.0, 3.292049256174817E-4
0.556, 0.0, 2.7137162787387004E-4
0.557, 0.0, 2.9361520392910526E-4
0.558, 2.232142857142857E-4, 2.3578190618549365E-4
0.559, 0.0, 1.7349989323083495E-4
0.56, 0.0, 1.1566659548722329E-4
0.561, 0.0, 1.3791017154245855E-4
0.562, 0.0, 1.1121788027617624E-4
0.5630000000000001, 0.0, 8.452558900989394E-5
0.5640000000000001, 0.0, 5.33845825325646E-5
0.5650000000000001, 0.0, 3.55897216883764E-5
0.5660000000000001, 0.0, 6.228201295465869E-5
0.5670000000000001, 0.0, 2.66922912662823E-5
0.5680000000000001, 0.0, 4.003843689942345E-5
0.5690000000000001, 0.0, 4.893586732151755E-5
0.5700000000000001, 0.0, 2.66922912662823E-5
0.5710000000000001, 0.0, 3.1141006477329346E-5
0.5720000000000001, 0.0, 3.55897216883764E-5
0.5730000000000001, 0.0, 1.334614563314115E-5
0.5740000000000001, 0.0, 4.44871521104705E-6
0.5750000000000001, 0.0, 1.334614563314115E-5
0.5760000000000001, 0.0, 3.1141006477329346E-5
0.577, 0.0, 2.2243576055235248E-5
0.578, 0.0, 8.8974304220941E-6
0.579, 0.0, 4.44871521104705E-6
0.58, 0.0, 0.0
0.581, 0.0, 4.44871521104705E-6
0.582, 0.0, 0.0
0.583, 0.0, 8.8974304220941E-6
0.584, 0.0, 0.0
0.585, 0.0, 0.0
0.586, 0.0, 0.0
0.587, 0.0, 0.0
0.588, 0.0, 0.0
0.589, 0.0, 4.44871521104705E-6
0.59, 0.0, 0.0
0.591, 0.0, 0.0
0.592, 0.0, 0.0
0.593, 0.0, 0.0
0.594, 0.0, 0.0
0.595, 0.0, 0.0
0.596, 0.0, 0.0
0.597, 0.0, 0.0
0.598, 0.0, 0.0
0.599, 0.0, 0.0
0.6, 0.0, 0.0
0.601, 0.0, 0.0
0.602, 0.0, 0.0
0.603, 0.0, 0.0
0.604, 0.0, 0.0
0.605, 0.0, 0.0
0.606, 0.0, 0.0
0.607, 0.0, 0.0
0.608, 0.0, 0.0
0.609, 0.0, 0.0
0.61, 0.0, 0.0
0.611, 0.0, 0.0
0.612, 0.0, 0.0
0.613, 0.0, 0.0
0.614, 0.0, 0.0
0.615, 0.0, 0.0
0.616, 0.0, 0.0
0.617, 0.0, 0.0
0.618, 0.0, 0.0
0.619, 0.0, 0.0
0.62, 0.0, 0.0
0.621, 0.0, 0.0
0.622, 0.0, 0.0
0.623, 2.232142857142857E-4, 0.0
0.624, 0.0, 0.0
0.625, 0.0, 0.0
0.626, 0.0, 0.0
0.627, 0.0, 0.0
0.628, 0.0, 0.0
0.629, 0.0, 0.0
0.63, 0.0, 0.0
0.631, 0.0, 0.0
0.632, 0.0, 0.0
0.633, 0.0, 0.0
0.634, 0.0, 0.0
0.635, 0.0, 0.0
0.636, 0.0, 0.0
0.637, 0.0, 0.0
0.638, 0.0, 0.0
0.639, 0.0, 0.0
0.64, 0.0, 0.0
0.641, 0.0, 0.0
0.642, 0.0, 0.0
0.643, 0.0, 0.0
0.644, 0.0, 0.0
0.645, 0.0, 0.0
0.646, 0.0, 0.0
0.647, 0.0, 0.0
0.648, 0.0, 0.0
0.649, 0.0, 0.0
0.65, 0.0, 0.0
0.651, 0.0, 0.0
0.652, 0.0, 0.0
0.653, 0.0, 0.0
0.654, 0.0, 0.0
0.655, 0.0, 0.0
0.656, 0.0, 0.0
0.657, 0.0, 0.0
0.658, 0.0, 0.0
0.659, 0.0, 0.0
0.66, 0.0, 0.0
0.661, 0.0, 0.0
0.662, 0.0, 0.0
0.663, 0.0, 0.0
0.664, 0.0, 0.0
0.665, 0.0, 0.0
0.666, 0.0, 0.0
0.667, 0.0, 0.0
0.668, 0.0, 0.0
0.669, 0.0, 0.0
0.67, 0.0, 0.0
